name	description	p-value	q-value	phenotype	genes
CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN CELL-CELL SIGNALING%GOBP%GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	0.00139294489878871	0.00139294489878871	1	CTNNB1,PTEN,LRRK2,AKT1,GATA3
CELL-CELL COMMUNICATION%REACTOME DATABASE ID RELEASE 83%1500931	Cell-Cell communication	0.00195927430085236	0.00195927430085236	1	CDH1,PIK3CA,PIK3R1,CTNNB1,PTPN11
CELL-CELL JUNCTION ASSEMBLY%GOBP%GO:0007043	cell-cell junction assembly	0.00195927430085236	0.00195927430085236	1	CTNNB1,APC,CDH1
CELL-CELL JUNCTION ORGANIZATION%GOBP%GO:0045216	cell-cell junction organization	0.00323069845961592	0.00323069845961592	1	CTNNB1,APC,CDH1
CELL-CELL SIGNALING BY WNT%GOBP%GO:0198738	cell-cell signaling by wnt	0.000832290264307674	0.000832290264307674	1	CTNNB1,PTEN,LRRK2,GATA3
CELLULAR RESPONSE TO ABIOTIC STIMULUS%GOBP%GO:0071214	cellular response to abiotic stimulus	8.35539264914793e-12	8.35539264914793e-12	1	ATM,ATR,MAP2K4,TAF1,BRCA1,BRCA2,PIK3CA,TLR4,EP300,NPM1,MTOR,PTEN,SOX9,MAP3K1,STK11,CDKN1A,TP53
CELLULAR RESPONSE TO ALCOHOL%GOBP%GO:0097306	cellular response to alcohol	0.00267053553908253	0.00267053553908253	1	CTNNB1,CDH1,BRCA1
CELLULAR RESPONSE TO BMP STIMULUS%GOBP%GO:0071773	cellular response to BMP stimulus	0.00244536537646642	0.00244536537646642	1	SMAD4,USP9X,ACVR2A,SOX9
CELLULAR RESPONSE TO CHEMICAL STRESS%GOBP%GO:0062197	cellular response to chemical stress	1.84151678295373e-06	1.84151678295373e-06	1	ATM,LRRK2,NFE2L2,KEAP1,PIK3CA,EGFR,MTOR,AKT1,PDGFRA,TP53
CELLULAR RESPONSE TO CHEMICAL STRESS%REACTOME%R-HSA-9711123.3	Cellular response to chemical stress	5.88620913075128e-06	5.88620913075128e-06	1	KEAP1,NOTCH1,CDKN2A,CDKN1A,AKT1,NCOR1,TBL1XR1,BRCA1,IDH1,NFE2L2,EP300,SIN3A
CELLULAR RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036294	cellular response to decreased oxygen levels	4.76003390407656e-05	4.76003390407656e-05	1	NOTCH1,MTOR,VHL,NFE2L2,TP53
CELLULAR RESPONSE TO ENVIRONMENTAL STIMULUS%GOBP%GO:0104004	cellular response to environmental stimulus	8.35539264914793e-12	8.35539264914793e-12	1	ATM,ATR,MAP2K4,TAF1,BRCA1,BRCA2,PIK3CA,TLR4,EP300,NPM1,MTOR,PTEN,SOX9,MAP3K1,STK11,CDKN1A,TP53
CELLULAR RESPONSE TO EPIDERMAL GROWTH FACTOR STIMULUS%GOBP%GO:0071364	cellular response to epidermal growth factor stimulus	0.00186920371442136	0.00186920371442136	1	PTPN11,EGFR,SOX9
CELLULAR RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0071496	cellular response to external stimulus	1.49369877502425e-05	1.49369877502425e-05	1	LRRK2,MAP2K4,ARHGAP35,TLR4,MTOR,FOXA2,SOX9,MAP3K1,CDKN1A,TP53
CELLULAR RESPONSE TO EXTRACELLULAR STIMULUS%GOBP%GO:0031668	cellular response to extracellular stimulus	0.000875516131855185	0.000875516131855185	1	MTOR,LRRK2,FOXA2,ARHGAP35,CDKN1A,TP53
CELLULAR RESPONSE TO FIBROBLAST GROWTH FACTOR STIMULUS%GOBP%GO:0044344	cellular response to fibroblast growth factor stimulus	0.00159195696589882	0.00159195696589882	1	FGFR3,PTPN11,FGFR2,EGR3
CELLULAR RESPONSE TO GAMMA RADIATION%GOBP%GO:0071480	cellular response to gamma radiation	0.000498513280647292	0.000498513280647292	1	ATM,ATR,TP53
CELLULAR RESPONSE TO HEAT STRESS%REACTOME%R-HSA-3371556.1	Cellular response to heat stress	0.00312978036530249	0.00312978036530249	1	ATR,MTOR,EP300,ATM
CELLULAR RESPONSE TO HYPOXIA%GOBP%GO:0071456	cellular response to hypoxia	4.11482454121278e-05	4.11482454121278e-05	1	NOTCH1,MTOR,VHL,NFE2L2,TP53
CELLULAR RESPONSE TO HYPOXIA%REACTOME DATABASE ID RELEASE 83%1234174	Cellular response to hypoxia	0.00730880165118875	0.00730880165118875	1	AJUBA,EP300,VHL
CELLULAR RESPONSE TO INDOLE-3-METHANOL%GOBP%GO:0071681	cellular response to indole-3-methanol	7.54933753477065e-06	7.54933753477065e-06	1	CTNNB1,CDH1,BRCA1
CELLULAR RESPONSE TO INORGANIC SUBSTANCE%GOBP%GO:0071241	cellular response to inorganic substance	0.000135855607457019	0.000135855607457019	1	EGFR,BRAF,ATRX,LRRK2,AKT1,CDH1,CDKN1B
CELLULAR RESPONSE TO IONIZING RADIATION%GOBP%GO:0071479	cellular response to ionizing radiation	5.74638617631619e-06	5.74638617631619e-06	1	ATM,ATR,CDKN1A,BRCA1,BRCA2,TP53
CELLULAR RESPONSE TO LIGHT STIMULUS%GOBP%GO:0071482	cellular response to light stimulus	6.14288857911509e-06	6.14288857911509e-06	1	EP300,NPM1,STK11,TAF1,ATR,CDKN1A,TP53
CELLULAR RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0071260	cellular response to mechanical stimulus	0.00175335078932271	0.00175335078932271	1	TLR4,SOX9,MAP3K1,MAP2K4
CELLULAR RESPONSE TO METAL ION%GOBP%GO:0071248	cellular response to metal ion	0.000644338504163296	0.000644338504163296	1	EGFR,BRAF,LRRK2,AKT1,CDH1,CDKN1B
CELLULAR RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031669	cellular response to nutrient levels	0.00323332417038984	0.00323332417038984	1	MTOR,LRRK2,FOXA2,CDKN1A,TP53
CELLULAR RESPONSE TO OXIDATIVE STRESS%GOBP%GO:0034599	cellular response to oxidative stress	4.2212685489513e-05	4.2212685489513e-05	1	EGFR,ATM,LRRK2,NFE2L2,AKT1,KEAP1,PDGFRA,TP53
CELLULAR RESPONSE TO OXYGEN LEVELS%GOBP%GO:0071453	cellular response to oxygen levels	8.14972811057016e-05	8.14972811057016e-05	1	NOTCH1,MTOR,VHL,NFE2L2,TP53
CELLULAR RESPONSE TO RADIATION%GOBP%GO:0071478	cellular response to radiation	5.61465391456687e-08	5.61465391456687e-08	1	EP300,NPM1,ATM,ATR,STK11,TAF1,CDKN1A,BRCA1,BRCA2,TP53
CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:0034614	cellular response to reactive oxygen species	0.00156803879563848	0.00156803879563848	1	EGFR,AKT1,ATM,PDGFRA,NFE2L2
CELLULAR RESPONSE TO RETINOIC ACID%GOBP%GO:0071300	cellular response to retinoic acid	0.000892639428160006	0.000892639428160006	1	ATM,SOX9,EPHA3
CELLULAR RESPONSE TO SALT%GOBP%GO:1902075	cellular response to salt	0.00189843369507767	0.00189843369507767	1	BRAF,TAF1,CDH1,CDKN1B,PIK3CA
CELLULAR RESPONSE TO STARVATION%GOBP%GO:0009267	cellular response to starvation	0.00746259552865488	0.00746259552865488	1	MTOR,LRRK2,CDKN1A,TP53
CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:0071560	cellular response to transforming growth factor beta stimulus	0.00150733444693714	0.00150733444693714	1	SOX9,SMAD2,SMAD4,TGFBR2,USP9X
CELLULAR RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0071356	cellular response to tumor necrosis factor	0.0003719705031243	0.0003719705031243	1	LRRK2,NFE2L2,AKT1,GATA3,BRCA1,TP53
CELLULAR RESPONSE TO UV%GOBP%GO:0034644	cellular response to UV	4.02692616878246e-06	4.02692616878246e-06	1	EP300,NPM1,STK11,TAF1,ATR,CDKN1A,TP53
CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS%GOBP%GO:0035924	cellular response to vascular endothelial growth factor stimulus	0.000465745425880145	0.000465745425880145	1	NOTCH1,PDGFRA,PIK3CA,EGR3
CELLULAR SENESCENCE%GOBP%GO:0090398	cellular senescence	3.59732687755348e-09	3.59732687755348e-09	1	ATM,CDKN2A,TBX3,NPM1,CDKN1A,CDKN1B,MAP2K4,TP53
CELLULAR SENESCENCE%REACTOME DATABASE ID RELEASE 83%2559583	Cellular Senescence	1.78329232423155e-05	1.78329232423155e-05	1	MAP2K4,CDKN2A,TP53,RB1,CDKN1A,CDKN1B,ATM,EZH2,CDKN2C
CENTRAL NERVOUS SYSTEM NEURON DEVELOPMENT%GOBP%GO:0021954	central nervous system neuron development	0.00214500587410134	0.00214500587410134	1	ARHGAP35,FGFR2,PTEN
CENTRAL NERVOUS SYSTEM NEURON DIFFERENTIATION%GOBP%GO:0021953	central nervous system neuron differentiation	0.00186474128323392	0.00186474128323392	1	ARHGAP35,SIN3A,PTEN,FGFR2
CENTROSOME CYCLE%GOBP%GO:0007098	centrosome cycle	0.0108226821093287	0.0108226821093287	1	CTNNB1,NPM1,BRCA2
CHORDATE EMBRYONIC DEVELOPMENT%GOBP%GO:0043009	chordate embryonic development	0.000141926543178961	0.000141926543178961	1	CTNNB1,SOX9,FGFR2,GATA3,TGFBR2,PDGFRA,BRCA1
CHROMATIN MODIFYING ENZYMES%REACTOME DATABASE ID RELEASE 83%3247509	Chromatin modifying enzymes	2.78408028156104e-08	2.78408028156104e-08	1	KDM5C,KDM6A,ARID5B,CCND1,MECOM,ARID1A,NCOR1,TBL1XR1,PBRM1,SETD2,EP300,NSD1,EZH2,DNMT3A
CHROMATIN ORGANIZATION%REACTOME DATABASE ID RELEASE 83%4839726	Chromatin organization	2.78408028156104e-08	2.78408028156104e-08	1	KDM5C,KDM6A,ARID5B,CCND1,MECOM,ARID1A,NCOR1,TBL1XR1,PBRM1,SETD2,EP300,NSD1,EZH2,DNMT3A
CHROMOSOMAL AND MICROSATELLITE INSTABILITY IN COLORECTAL CANCER %WIKIPATHWAYS_20220510%WP4216%HOMO SAPIENS	Chromosomal and microsatellite instability in colorectal cancer	1.79751487252787e-07	1.79751487252787e-07	1	BRAF,CTNNB1,CCND1,AXIN2,SMAD4,CDKN1A,KRAS,TGFBR2,SMAD2
CIRCADIAN CLOCK%REACTOME%R-HSA-400253.3	Circadian Clock	0.0143216503832452	0.0143216503832452	1	NCOR1,TBL1XR1,EP300
CIRCADIAN RHYTHM GENES%WIKIPATHWAYS_20220510%WP3594%HOMO SAPIENS	Circadian rhythm genes	0.0107743759895788	0.0107743759895788	1	EP300,SIN3A,EZH2,NCOR1,PTEN
CLASS I PI3K SIGNALING EVENTS MEDIATED BY AKT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CLASS I PI3K SIGNALING EVENTS MEDIATED BY AKT	Class I PI3K signaling events mediated by Akt	0.00217304220534601	0.00217304220534601	1	CDKN1B,MTOR,CDKN1A,AKT1
CLEAR CELL RENAL CELL CARCINOMA PATHWAYS%WIKIPATHWAYS_20220510%WP4018%HOMO SAPIENS	Clear cell renal cell carcinoma pathways	2.71911925237763e-11	2.71911925237763e-11	1	KDM5C,PBRM1,EP300,SETD2,VHL,BAP1,MTOR,PTEN,PDGFRA,EGFR
CLOCK-CONTROLLED AUTOPHAGY IN BONE METABOLISM%WIKIPATHWAYS_20220510%WP5205%HOMO SAPIENS	Clock-controlled autophagy in bone metabolism	0.00657545204947668	0.00657545204947668	1	SMAD4,MTOR,NOTCH1
COAGULATION%GOBP%GO:0050817	coagulation	0.0197890361477241	0.0197890361477241	1	PIK3CG,PDGFRA,PIK3CA
COHESIN COMPLEX - CORNELIA DE LANGE SYNDROME%WIKIPATHWAYS_20220510%WP5117%HOMO SAPIENS	Cohesin complex - Cornelia de Lange syndrome	0.00030337659926022	0.00030337659926022	1	RAD21,SMC1A,SMC3,PPP2R1A
COHESIN LOADING ONTO CHROMATIN%REACTOME DATABASE ID RELEASE 83%2470946	Cohesin Loading onto Chromatin	6.55868004466097e-06	6.55868004466097e-06	1	RAD21,STAG2,SMC1A,SMC3
CONNECTIVE TISSUE DEVELOPMENT%GOBP%GO:0061448	connective tissue development	0.0126099743887297	0.0126099743887297	1	FGFR3,SOX9,ARID5B
CONSTITUTIVE SIGNALING BY ABERRANT PI3K IN CANCER%REACTOME%R-HSA-2219530.1	Constitutive Signaling by Aberrant PI3K in Cancer	1.63391574024439e-06	1.63391574024439e-06	1	PIK3CA,PIK3R1,EGFR,KIT,HGF,PDGFRA,PTPN11,FLT3
CONSTITUTIVE SIGNALING BY AKT1 E17K IN CANCER%REACTOME DATABASE ID RELEASE 83%5674400	Constitutive Signaling by AKT1 E17K in Cancer	0.00103699810487464	0.00103699810487464	1	CDKN1A,CDKN1B,AKT1,MTOR
CONSTITUTIVE SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS%REACTOME DATABASE ID RELEASE 83%2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	0.00162778672781349	0.00162778672781349	1	NCOR1,TBL1XR1,EP300,NOTCH1
CONSTITUTIVE SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS%REACTOME DATABASE ID RELEASE 83%2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	0.00162778672781349	0.00162778672781349	1	NCOR1,TBL1XR1,EP300,NOTCH1
COREGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%COREGULATION OF ANDROGEN RECEPTOR ACTIVITY	Coregulation of Androgen receptor activity	5.01327314594242e-05	5.01327314594242e-05	1	CCND1,AKT1,AR,BRCA1,CTNNB1,CDKN2A
CORTICOTROPIN-RELEASING HORMONE SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2355%HOMO SAPIENS	Corticotropin-releasing hormone signaling pathway	0.00440583276689084	0.00440583276689084	1	BRAF,CTNNB1,TLR4
COSTIMULATION BY THE CD28 FAMILY%REACTOME%R-HSA-388841.4	Costimulation by the CD28 family	0.00229829948938105	0.00229829948938105	1	PIK3CA,PIK3R1,AKT1,MTOR,PTPN11,PPP2R1A
CRANIAL SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:1904888	cranial skeletal system development	0.00107688882427933	0.00107688882427933	1	TGFBR2,PDGFRA,FGFR2
CTNNB1 S33 MUTANTS AREN'T PHOSPHORYLATED%REACTOME DATABASE ID RELEASE 83%5358747	CTNNB1 S33 mutants aren't phosphorylated	0.000354839596484922	0.000354839596484922	1	APC,PPP2R1A,CTNNB1
CTNNB1 S37 MUTANTS AREN'T PHOSPHORYLATED%REACTOME DATABASE ID RELEASE 83%5358749	CTNNB1 S37 mutants aren't phosphorylated	0.000354839596484922	0.000354839596484922	1	APC,PPP2R1A,CTNNB1
CTNNB1 S45 MUTANTS AREN'T PHOSPHORYLATED%REACTOME DATABASE ID RELEASE 83%5358751	CTNNB1 S45 mutants aren't phosphorylated	0.000354839596484922	0.000354839596484922	1	APC,PPP2R1A,CTNNB1
CTNNB1 T41 MUTANTS AREN'T PHOSPHORYLATED%REACTOME DATABASE ID RELEASE 83%5358752	CTNNB1 T41 mutants aren't phosphorylated	0.000354839596484922	0.000354839596484922	1	APC,PPP2R1A,CTNNB1
CXCR4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR4-MEDIATED SIGNALING EVENTS	CXCR4-mediated signaling events	0.003567710091776	0.003567710091776	1	PIK3CA,AKT1,MTOR,PIK3CG,PTPN11,PIK3R1
CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME%R-HSA-69656.3	Cyclin A:Cdk2-associated events at S phase entry	0.00238392067026186	0.00238392067026186	1	RB1,CDKN1A,CDKN1B,CCND1,AKT1
CYCLIN D ASSOCIATED EVENTS IN G1%REACTOME%R-HSA-69231.9	Cyclin D associated events in G1	5.58362197744113e-07	5.58362197744113e-07	1	CDKN2A,RB1,CDKN1A,CDKN1B,CCND1,CDKN2C,PPP2R1A
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME DATABASE ID RELEASE 83%69202	Cyclin E associated events during G1 S transition	0.00224900424170618	0.00224900424170618	1	RB1,CDKN1A,CDKN1B,CCND1,AKT1
CYTOPROTECTION BY HMOX1%REACTOME DATABASE ID RELEASE 83%9707564	Cytoprotection by HMOX1	0.00206265250470525	0.00206265250470525	1	NCOR1,TBL1XR1,NFE2L2,SIN3A
DASATINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032594	Dasatinib Inhibition of BCR-ABL	0.000194387451569759	0.000194387451569759	1	TP53,CDKN1B,PIK3R1,MTOR
DEACTIVATION OF THE BETA-CATENIN TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 83%3769402	Deactivation of the beta-catenin transactivating complex	0.000303953124813778	0.000303953124813778	1	SOX9,APC,CTNNB1,SOX17,AKT1
DEFECTIVE BINDING OF RB1 MUTANTS TO E2F1,(E2F2, E2F3)%REACTOME%R-HSA-9661069.1	Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	1.7094408280306e-05	1.7094408280306e-05	1	RB1,CDKN1A,CDKN1B,CCND1
DEFECTIVE HDR THROUGH HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF BRCA1 BINDING FUNCTION%REACTOME%R-HSA-9704331.2	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	0.000875516131855185	0.000875516131855185	1	ATM,BRCA1,BRCA2
DEFECTIVE HDR THROUGH HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF BRCA2 RAD51 RAD51C BINDING FUNCTION%REACTOME DATABASE ID RELEASE 83%9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2 RAD51 RAD51C binding function	0.000875516131855185	0.000875516131855185	1	ATM,BRCA1,BRCA2
DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO BRCA1 LOSS OF FUNCTION%REACTOME%R-HSA-9701192.2	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	0.000875516131855185	0.000875516131855185	1	ATM,BRCA1,BRCA2
DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO BRCA2 LOSS OF FUNCTION%REACTOME%R-HSA-9701190.2	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	0.000337557929942339	0.000337557929942339	1	ATM,ATR,BRCA1,BRCA2
DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF FUNCTION%REACTOME DATABASE ID RELEASE 83%9701193	Defective homologous recombination repair (HRR) due to PALB2 loss of function	0.000875516131855185	0.000875516131855185	1	ATM,BRCA1,BRCA2
DEPHOSPHORYLATION%GOBP%GO:0016311	dephosphorylation	0.0241646862474239	0.0241646862474239	1	PTEN,PTPN11,PPP2R1A,STK11
DETERMINATION OF BILATERAL SYMMETRY%GOBP%GO:0009855	determination of bilateral symmetry	0.0106148159536102	0.0106148159536102	1	NOTCH1,TGFBR2,SOX17
DETERMINATION OF HEART LEFT/RIGHT ASYMMETRY%GOBP%GO:0061371	determination of heart left/right asymmetry	0.00332278980833352	0.00332278980833352	1	NOTCH1,TGFBR2,SOX17
DETERMINATION OF LEFT/RIGHT SYMMETRY%GOBP%GO:0007368	determination of left/right symmetry	0.00952529461929637	0.00952529461929637	1	NOTCH1,TGFBR2,SOX17
DEVELOPMENT OF PRIMARY MALE SEXUAL CHARACTERISTICS%GOBP%GO:0046546	development of primary male sexual characteristics	2.2571485149319e-05	2.2571485149319e-05	1	AR,GATA3,KIT,SOX9,WT1
DEVELOPMENT OF PRIMARY SEXUAL CHARACTERISTICS%GOBP%GO:0045137	development of primary sexual characteristics	1.4045712522573e-05	1.4045712522573e-05	1	AR,GATA3,KIT,PDGFRA,SOX9,WT1
DEVELOPMENT OF URETERIC COLLECTION SYSTEM%WIKIPATHWAYS_20220510%WP5053%HOMO SAPIENS	Development of ureteric collection system	3.08582125629911e-05	3.08582125629911e-05	1	GATA3,CTNNB1,CCND1,FGFR2,WT1
DEVELOPMENTAL CELL GROWTH%GOBP%GO:0048588	developmental cell growth	0.00443538862732819	0.00443538862732819	1	CTNNB1,USP9X,SOX9
DEVELOPMENTAL GROWTH INVOLVED IN MORPHOGENESIS%GOBP%GO:0060560	developmental growth involved in morphogenesis	5.82388704470113e-05	5.82388704470113e-05	1	NOTCH1,CTNNB1,USP9X,SOX9,FGFR2
DEVELOPMENTAL GROWTH%GOBP%GO:0048589	developmental growth	2.99570665062161e-05	2.99570665062161e-05	1	NOTCH1,CTNNB1,FGFR3,SOX9,FGFR2,ERBB4,USP9X,RUNX1
DIGESTIVE SYSTEM DEVELOPMENT%GOBP%GO:0055123	digestive system development	0.000875516131855185	0.000875516131855185	1	SOX17,KIT,PDGFRA,FGFR2
DIGESTIVE TRACT DEVELOPMENT%GOBP%GO:0048565	digestive tract development	0.000796865350915103	0.000796865350915103	1	SOX17,KIT,PDGFRA,FGFR2
DIGESTIVE TRACT MORPHOGENESIS%GOBP%GO:0048546	digestive tract morphogenesis	0.000678224051208792	0.000678224051208792	1	PDGFRA,FGFR2,SOX17
DIRECT P53 EFFECTORS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DIRECT P53 EFFECTORS	Direct p53 effectors	5.4337984132277e-07	5.4337984132277e-07	1	APC,CDKN1A,EP300,EGFR,RB1,FOXA1,PTEN,HGF,TP53
DISEASES OF DNA DOUBLE-STRAND BREAK REPAIR%REACTOME DATABASE ID RELEASE 83%9675136	Diseases of DNA Double-Strand Break Repair	0.000337557929942339	0.000337557929942339	1	ATM,ATR,BRCA1,BRCA2
DISEASES OF DNA REPAIR%REACTOME DATABASE ID RELEASE 83%9675135	Diseases of DNA repair	0.000621566741452517	0.000621566741452517	1	ATR,BRCA1,BRCA2,ATM
DISEASES OF MITOTIC CELL CYCLE%REACTOME%R-HSA-9675126.2	Diseases of mitotic cell cycle	1.51754581756784e-05	1.51754581756784e-05	1	ATRX,RB1,CDKN1A,CDKN1B,CCND1
DISEASES OF PROGRAMMED CELL DEATH%REACTOME%R-HSA-9645723.6	Diseases of programmed cell death	0.000423035837279736	0.000423035837279736	1	EZH2,DNMT3A,CDKN2A,TP53
DISORDERS OF DEVELOPMENTAL BIOLOGY%REACTOME DATABASE ID RELEASE 83%9675151	Disorders of Developmental Biology	0.000272091064586305	0.000272091064586305	1	NCOR1,TBL1XR1,SIN3A
DISORDERS OF NERVOUS SYSTEM DEVELOPMENT%REACTOME DATABASE ID RELEASE 83%9697154	Disorders of Nervous System Development	0.000272091064586305	0.000272091064586305	1	NCOR1,TBL1XR1,SIN3A
DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0000077	DNA damage checkpoint signaling	7.83943126350751e-07	7.83943126350751e-07	1	CCND1,ATM,ATR,CDKN1A,CDKN1B,BRCA1,TP53,CHEK2
DNA DAMAGE RESPONSE (ONLY ATM DEPENDENT)%WIKIPATHWAYS_20220510%WP710%HOMO SAPIENS	DNA damage response (only ATM dependent)	3.13402618890051e-07	3.13402618890051e-07	1	PIK3R1,CTNNB1,CCND1,CDKN1B,SMAD4,NRAS,ATM,PTEN,CDKN1A,KRAS,MAP3K1,CDKN2A
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN CELL CYCLE ARREST%GOBP%GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	5.73527480936907e-07	5.73527480936907e-07	1	ATM,CDKN1A,CDKN1B,TP53,CHEK2
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0030330	DNA damage response, signal transduction by p53 class mediator	6.13285332049554e-07	6.13285332049554e-07	1	ATRX,ATM,CDKN1A,CDKN1B,TP53,CHEK2
DNA DAMAGE RESPONSE%WIKIPATHWAYS_20220510%WP707%HOMO SAPIENS	DNA damage response	3.69656465281217e-09	3.69656465281217e-09	1	CCND1,ATR,RB1,BRCA1,CHEK2,CDKN1B,ATM,CDKN1A,SMC1A
DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559586.3	DNA Damage Telomere Stress Induced Senescence	9.80812178463626e-05	9.80812178463626e-05	1	RB1,CDKN1A,CDKN1B,ATM,TP53
DNA DOUBLE STRAND BREAK RESPONSE%REACTOME DATABASE ID RELEASE 83%5693606	DNA Double Strand Break Response	3.73229126354034e-05	3.73229126354034e-05	1	BRCA1,BAP1,ATM,TP53,CHEK2
DNA DOUBLE-STRAND BREAK REPAIR%REACTOME DATABASE ID RELEASE 83%5693532	DNA Double-Strand Break Repair	1.39115547598718e-05	1.39115547598718e-05	1	ATR,TP53,CHEK2,BRCA1,BRCA2,BAP1,POLQ,ATM
DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0031570	DNA integrity checkpoint signaling	1.4601532582252e-06	1.4601532582252e-06	1	CCND1,ATM,ATR,CHEK2,CDKN1A,CDKN1B,BRCA1,TP53
DNA IR-DAMAGE AND CELLULAR RESPONSE VIA ATR%WIKIPATHWAYS_20220510%WP4016%HOMO SAPIENS	DNA IR-damage and cellular response via ATR	2.87289415012746e-05	2.87289415012746e-05	1	ATR,BRCA1,CHEK2,ATM,BRCA2,SMC1A
DNA IR-DOUBLE STRAND BREAKS AND CELLULAR RESPONSE VIA ATM%WIKIPATHWAYS_20220510%WP3959%HOMO SAPIENS	DNA IR-double strand breaks and cellular response via ATM	1.99969978592521e-08	1.99969978592521e-08	1	BRCA1,CHEK2,ATM,ATR,BRCA2,SMC1A,CDKN2A,SMC3
DNA MODIFICATION%GOBP%GO:0006304	DNA modification	0.00569487312224773	0.00569487312224773	1	DNMT3A,TET2,ATRX
DNA RECOMBINATION%GOBP%GO:0006310	DNA recombination	0.0417860767086379	0.0417860767086379	1	ATM,RAD21,BRCA1,BRCA2
DNA REPAIR PATHWAYS, FULL NETWORK%WIKIPATHWAYS_20220510%WP4946%HOMO SAPIENS	DNA repair pathways, full network	0.00163633398094537	0.00163633398094537	1	BRCA1,ERCC2,ATR,ATM,BRCA2
DNA REPLICATION%GOBP%GO:0006260	DNA replication	0.0134128713844223	0.0134128713844223	1	ATRX,ATR,BRCA1,BRCA2
DNA-TEMPLATED DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:0045005	DNA-templated DNA replication maintenance of fidelity	0.000875516131855185	0.000875516131855185	1	ATRX,ATR,BRCA1,BRCA2
DNA-TEMPLATED DNA REPLICATION%GOBP%GO:0006261	DNA-templated DNA replication	0.00860542984797854	0.00860542984797854	1	ATRX,ATR,BRCA1,BRCA2
DOPAMINERGIC NEURON DIFFERENTIATION%GOBP%GO:0071542	dopaminergic neuron differentiation	0.000822488002666548	0.000822488002666548	1	FOXA1,CTNNB1,FOXA2
DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0000724	double-strand break repair via homologous recombination	0.0452622440863336	0.0452622440863336	1	RAD21,BRCA1,BRCA2
DOUBLE-STRAND BREAK REPAIR%GOBP%GO:0006302	double-strand break repair	0.00430104908728408	0.00430104908728408	1	ATM,BRCA1,BRCA2,CHEK2,RAD21,POLQ
DOWNREGULATION OF SMAD2 3:SMAD4 TRANSCRIPTIONAL ACTIVITY%REACTOME%R-HSA-2173795.4	Downregulation of SMAD2 3:SMAD4 transcriptional activity	0.000225901709497887	0.000225901709497887	1	SMAD4,SMAD2,USP9X,NCOR1
