GO.ID	Description	p.Val	FDR	Phenotype	Genes
HIPPO SIGNALING REGULATION PATHWAYS%WIKIPATHWAYS_20240510%WP4540%HOMO SAPIENS	Hippo signaling regulation pathways	0.0000011961592116761483	0.0000011961592116761483	+1	EGFR,CTNNB1,FLT3,KIT,PDGFRA,FGFR2,FGFR3,SMAD2
NEGATIVE REGULATION OF PHOSPHORYLATION%GOBP%GO:0042326	negative regulation of phosphorylation	0.0000013192268776640793	0.0000013192268776640793	+1	PTEN,APC,NF1,CDKN2A,RB1,NPM1,CDKN1B,LRRK2,FOXA2,CDKN1A,MAPK8IP1,CDKN2C
POSITIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0010718	positive regulation of epithelial to mesenchymal transition	0.0000013796959950930907	0.0000013796959950930907	+1	NOTCH1,CTNNB1,SMAD4,TGFBR2,SMAD2,AXIN2,EZH2
CELL FATE COMMITMENT%GOBP%GO:0045165	cell fate commitment	0.0000013830118390505789	0.0000013830118390505789	+1	APC,GATA3,TBX3,SOX9,WT1,FGFR2,SMAD4,FOXA2,SOX17,SMAD2
NEGATIVE REGULATION OF KINASE ACTIVITY%GOBP%GO:0033673	negative regulation of kinase activity	0.0000014608667274095722	0.0000014608667274095722	+1	PTEN,APC,NF1,CDKN2A,RB1,NPM1,CDKN1B,FOXA2,CDKN1A,MAPK8IP1
REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:0033044	regulation of chromosome organization	0.0000015286763057420517	0.0000015286763057420517	+1	TP53,APC,ARID1A,PBRM1,RB1,CTNNB1,CTCF,ATM,ATRX,ATR,AXIN2,RAD21
POSITIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0000018720512649051888	0.0000018720512649051888	+1	NOTCH1,STK11,EP300,SMAD4,TGFBR2,ACVR1B,ACVR2A,SMAD2
NEGATIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GOBP%GO:1901988	negative regulation of cell cycle phase transition	0.000001933634475059852	0.000001933634475059852	+1	TP53,PTEN,APC,RB1,ATM,CDKN1B,BRCA1,CHEK2,CCND1,CDKN1A,ATR
PID_ATF2_PATHWAY%MSIGDB_C2%PID_ATF2_PATHWAY	PID_ATF2_PATHWAY	0.0000019591930606658213	0.0000019591930606658213	+1	NF1,RB1,BRCA1,PDGFRA,EP300,CCND1,CBFB
MITOTIC CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0007093	mitotic cell cycle checkpoint signaling	0.0000021129177208600646	0.0000021129177208600646	+1	TP53,APC,ATM,CDKN1B,BRCA1,CHEK2,CCND1,CDKN1A,ATR
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20240510%WP45%HOMO SAPIENS	G1 to S cell cycle control	0.000002171261386030136	0.000002171261386030136	+1	CDKN2A,RB1,ATM,CDKN1B,CCND1,CDKN1A,CDKN2C
ESTABLISHMENT OF MITOTIC SISTER CHROMATID COHESION%GOBP%GO:0034087	establishment of mitotic sister chromatid cohesion	0.000002171261386030136	0.000002171261386030136	+1	STAG2,SMC1A,SMC3,RAD21
REGULATION OF SISTER CHROMATID COHESION%GOBP%GO:0007063	regulation of sister chromatid cohesion	0.000002175035315848639	0.000002175035315848639	+1	CTNNB1,CTCF,ATRX,AXIN2,RAD21
HEMATOPOIETIC STEM CELL GENE REGULATION BY GABP ALPHA BETA COMPLEX%WIKIPATHWAYS_20240510%WP3657%HOMO SAPIENS	Hematopoietic stem cell gene regulation by GABP alpha beta complex	0.000002175035315848639	0.000002175035315848639	+1	PTEN,FLT3,ATM,EP300,SMAD4
MEIOSIS%REACTOME DATABASE ID RELEASE 81%1500620	Meiosis	0.000002317916113298273	0.000002317916113298273	+1	STAG2,ATM,BRCA1,BRCA2,ATR,SMC1A,SMC3,RAD21
ENDOCARDIAL CUSHION MORPHOGENESIS%GOBP%GO:0003203	endocardial cushion morphogenesis	0.0000025560661093532214	0.0000025560661093532214	+1	APC,NOTCH1,TBX3,SOX9,TGFBR2,SMAD2
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE/PROTEIN KINASE B SIGNAL TRANSDUCTION%GOBP%GO:0051896	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.0000025560661093532214	0.0000025560661093532214	+1	PIK3CA,PTEN,EGFR,GATA3,FLT3,PIK3CG,HGF,KIT,PDGFRA,FGFR3,PPP2R1A
REGULATION OF TP53 ACTIVITY%REACTOME%R-HSA-5633007.5	Regulation of TP53 Activity	0.0000025578188739169835	0.0000025578188739169835	+1	TP53,CDKN2A,STK11,ATM,BRCA1,CHEK2,EP300,TAF1,PPP2R1A,ATR
NOTCH SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH SIGNALING PATHWAY	Notch signaling pathway	0.0000029746560281797025	0.0000029746560281797025	+1	GATA3,NOTCH1,FBXW7,EP300,CCND1,CDKN1A,NCOR1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20240510%WP2853%HOMO SAPIENS	Endoderm differentiation	0.0000029934143806726683	0.0000029934143806726683	+1	NOTCH1,CTNNB1,FOXA1,SMAD4,FOXA2,SOX17,PHF6,SMAD2,EZH2
POSITIVE REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	0.0000031584163315426455	0.0000031584163315426455	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1,AXIN2
REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043405	regulation of MAP kinase activity	0.0000031584163315426455	0.0000031584163315426455	+1	EGFR,NF1,FLT3,PIK3CG,TLR4,LRRK2,CDK12,MAPK8IP1,EZH2
ATF-2 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATF-2 TRANSCRIPTION FACTOR NETWORK	ATF-2 transcription factor network	0.000003244774333481207	0.000003244774333481207	+1	NF1,RB1,BRCA1,PDGFRA,EP300,CCND1,CBFB
DNA DAMAGE RESPONSE ONLY ATM DEPENDENT %WIKIPATHWAYS_20240510%WP710%HOMO SAPIENS	DNA damage response only ATM dependent	0.000003384002029109547	0.000003384002029109547	+1	PTEN,CDKN2A,CTNNB1,ATM,CDKN1B,CCND1,SMAD4,CDKN1A
GASTRULATION%REACTOME DATABASE ID RELEASE 81%9758941	Gastrulation	0.0000035415592423179074	0.0000035415592423179074	+1	NOTCH1,CTNNB1,CDH1,FOXA1,EP300,SMAD4,FOXA2,SOX17,SMAD2
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904030	negative regulation of cyclin-dependent protein kinase activity	0.0000036185387029268355	0.0000036185387029268355	+1	PTEN,APC,CDKN2A,CDKN1B,CDKN1A
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN CELL CYCLE ARREST%GOBP%GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.0000036185387029268355	0.0000036185387029268355	+1	TP53,ATM,CDKN1B,CHEK2,CDKN1A
GLAND DEVELOPMENT%GOBP%GO:0048732	gland development	0.000003702279604890698	0.000003702279604890698	+1	NF1,ARHGAP35,TBX3,CEBPA,SOX9,WT1,ARID5B,ELF3,FGFR2
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0030330	DNA damage response, signal transduction by p53 class mediator	0.000003902013886629384	0.000003902013886629384	+1	TP53,ATM,CDKN1B,ATRX,CHEK2,CDKN1A
SIGNAL TRANSDUCTION IN RESPONSE TO DNA DAMAGE%GOBP%GO:0042770	signal transduction in response to DNA damage	0.000003902013886629384	0.000003902013886629384	+1	TP53,ATM,CDKN1B,ATRX,BRCA1,CHEK2,CCND1,CDKN1A,ATR
PI5P, PP2A AND IER3 REGULATE PI3K AKT SIGNALING%REACTOME DATABASE ID RELEASE 81%6811558	PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	0.000004148687385335054	0.000004148687385335054	+1	PIK3CA,EGFR,FLT3,HGF,KIT,PDGFRA,PPP2R1A,PTPN11
PID_AP1_PATHWAY%MSIGDB_C2%PID_AP1_PATHWAY	PID_AP1_PATHWAY	0.000004281609141780309	0.000004281609141780309	+1	PTEN,CDKN2A,CTNNB1,CDKN1B,EP300,CCND1,CBFB
PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY	PID_FOXM1_PATHWAY	0.000004502731327754757	0.000004502731327754757	+1	CDKN2A,RB1,CHEK2,EP300,CCND1,BRCA2
MITOTIC SISTER CHROMATID COHESION%GOBP%GO:0007064	mitotic sister chromatid cohesion	0.00000454199178639584	0.00000454199178639584	+1	RB1,STAG2,SMC1A,SMC3,RAD21
RESPONSE TO UV%GOBP%GO:0009411	response to UV	0.0000045885583007898255	0.0000045885583007898255	+1	TP53,EGFR,NPM1,STK11,EP300,CCND1,CDKN1A,TAF1,ATR
MESENCHYME MORPHOGENESIS%GOBP%GO:0072132	mesenchyme morphogenesis	0.0000051349672127526345	0.0000051349672127526345	+1	APC,NOTCH1,TBX3,SOX9,TGFBR2,SMAD2
EPIGENETIC REGULATION OF GENE EXPRESSION%GOBP%GO:0040029	epigenetic regulation of gene expression	0.0000051349672127526345	0.0000051349672127526345	+1	TP53,ARID1A,RB1,DNMT3A,CTCF,WT1,TET2,ATRX,BRCA1,EP300,EZH2
E-CADHERIN SIGNALING IN KERATINOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN KERATINOCYTES	E-cadherin signaling in keratinocytes	0.000005669737337719076	0.000005669737337719076	+1	PIK3CA,EGFR,CTNNB1,CDH1,AJUBA
CONSTITUTIVE SIGNALING BY ABERRANT PI3K IN CANCER%REACTOME DATABASE ID RELEASE 81%2219530	Constitutive Signaling by Aberrant PI3K in Cancer	0.000005669737337719076	0.000005669737337719076	+1	PIK3CA,EGFR,FLT3,HGF,KIT,PDGFRA,PTPN11
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	BIOCARTA_ATRBRCA_PATHWAY	0.000005669737337719076	0.000005669737337719076	+1	ATM,BRCA1,CHEK2,BRCA2,ATR
ENDOCARDIAL CUSHION DEVELOPMENT%GOBP%GO:0003197	endocardial cushion development	0.0000058347581885198995	0.0000058347581885198995	+1	APC,NOTCH1,TBX3,SOX9,TGFBR2,SMAD2
RUNX3 REGULATES P14-ARF%REACTOME%R-HSA-8951936.2	RUNX3 regulates p14-ARF	0.0000060045622621068276	0.0000060045622621068276	+1	RUNX1,EP300,CCND1,CBFB
FOXO-MEDIATED TRANSCRIPTION%REACTOME%R-HSA-9614085.3	FOXO-mediated transcription	0.000006115495886078577	0.000006115495886078577	+1	STK11,CDKN1B,EP300,SMAD4,CDKN1A,SIN3A,SMAD2
FOXM1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXM1 TRANSCRIPTION FACTOR NETWORK	FOXM1 transcription factor network	0.000006533764746053588	0.000006533764746053588	+1	CDKN2A,RB1,CHEK2,EP300,CCND1,BRCA2
DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0000077	DNA damage checkpoint signaling	0.000006533764746053588	0.000006533764746053588	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,CCND1,CDKN1A,ATR
SISTER CHROMATID COHESION%GOBP%GO:0007062	sister chromatid cohesion	0.000006533764746053588	0.000006533764746053588	+1	RB1,FBXW7,STAG2,SMC1A,SMC3,RAD21
PID_DELTA_NP63_PATHWAY%MSIGDB_C2%PID_DELTA_NP63_PATHWAY	PID_DELTA_NP63_PATHWAY	0.000006533764746053588	0.000006533764746053588	+1	CDKN2A,NOTCH1,FBXW7,RUNX1,ATM,BRCA2
NEGATIVE REGULATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0006469	negative regulation of protein kinase activity	0.000006547631814094595	0.000006547631814094595	+1	PTEN,APC,NF1,CDKN2A,RB1,NPM1,CDKN1B,CDKN1A,MAPK8IP1
DIRECT P53 EFFECTORS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DIRECT P53 EFFECTORS	Direct p53 effectors	0.000006919817301222628	0.000006919817301222628	+1	TP53,PTEN,APC,EGFR,RB1,HGF,FOXA1,EP300,CDKN1A
REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048638	regulation of developmental growth	0.000007309837967888022	0.000007309837967888022	+1	PTEN,NOTCH1,RUNX1,EPPK1,CDKN1B,WT1,FGFR2,FGFR3,CDKN1A
GASTRIN SIGNALING PATHWAY%WIKIPATHWAYS_20240510%WP4659%HOMO SAPIENS	Gastrin signaling pathway	0.000007425088934050282	0.000007425088934050282	+1	EGFR,CDKN2A,CTNNB1,CDKN1B,KIT,CCND1,CDKN1A,PTPN11
REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.00000860148824070421	0.00000860148824070421	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,USP9X,TAF1,AXIN2
EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0001837	epithelial to mesenchymal transition	0.00000860148824070421	0.00000860148824070421	+1	NOTCH1,CTNNB1,TBX3,SOX9,HGF,SMAD4,TGFBR2
POSITIVE REGULATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0045860	positive regulation of protein kinase activity	0.000008806961773336484	0.000008806961773336484	+1	EGFR,FBXW7,FLT3,STK11,PIK3CG,TLR4,LRRK2,CCND1,TGFBR2,CDKN1A,EZH2
COHESIN LOADING ONTO CHROMATIN%REACTOME%R-HSA-2470946.2	Cohesin Loading onto Chromatin	0.000009101460313988335	0.000009101460313988335	+1	STAG2,SMC1A,SMC3,RAD21
OVERLAP BETWEEN SIGNAL TRANSDUCTION PATHWAYS CONTRIBUTING TO LMNA LAMINOPATHIES%WIKIPATHWAYS_20240510%WP4879%HOMO SAPIENS	Overlap between signal transduction pathways contributing to LMNA laminopathies	0.000009291881300861288	0.000009291881300861288	+1	RB1,NOTCH1,CTNNB1,CEBPA,CDKN1A,SMAD2
NRP1 TRIGGERED SIGNALING PATHWAYS IN PANCREATIC CANCER %WIKIPATHWAYS_20240510%WP5144%HOMO SAPIENS	NRP1 triggered signaling pathways in pancreatic cancer	0.000009291881300861288	0.000009291881300861288	+1	EGFR,CDKN1B,HGF,SMAD4,TGFBR2,SMAD2
RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20240510%WP2446%HOMO SAPIENS	Retinoblastoma gene in cancer	0.000009291881300861288	0.000009291881300861288	+1	RB1,CDKN1B,CCND1,CDKN1A,SIN3A,SMC1A,SMC3
FOXA1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA1 TRANSCRIPTION FACTOR NETWORK	FOXA1 transcription factor network	0.000009291881300861288	0.000009291881300861288	+1	AR,CDKN1B,BRCA1,FOXA1,EP300,FOXA2
MITOTIC DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0044773	mitotic DNA damage checkpoint signaling	0.000009991511960465461	0.000009991511960465461	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,CCND1,CDKN1A
NEGATIVE REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071901	negative regulation of protein serine/threonine kinase activity	0.000010924068668775861	0.000010924068668775861	+1	PTEN,APC,NF1,CDKN2A,RB1,CDKN1B,MAPK8IP1
ANGIOGENESIS%PANTHER PATHWAY%P00005	Angiogenesis	0.000011376933833082817	0.000011376933833082817	+1	PIK3CA,APC,NOTCH1,CTNNB1,MAP2K4,EPHA3,BRAF,PIK3CG,PDGFRA
CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0000075	cell cycle checkpoint signaling	0.000011376933833082817	0.000011376933833082817	+1	TP53,APC,ATM,CDKN1B,BRCA1,CHEK2,CCND1,CDKN1A,ATR
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE/PROTEIN KINASE B SIGNAL TRANSDUCTION%GOBP%GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.000011376933833082817	0.000011376933833082817	+1	PIK3CA,EGFR,GATA3,FLT3,PIK3CG,HGF,KIT,PDGFRA,FGFR3
DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0031570	DNA integrity checkpoint signaling	0.000011385530777770133	0.000011385530777770133	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,CCND1,CDKN1A,ATR
ESTABLISHMENT OF SISTER CHROMATID COHESION%GOBP%GO:0034085	establishment of sister chromatid cohesion	0.000012995966144062965	0.000012995966144062965	+1	STAG2,SMC1A,SMC3,RAD21
ESTABLISHMENT OF SISTER CHROMATID COHESION%REACTOME DATABASE ID RELEASE 81%2468052	Establishment of Sister Chromatid Cohesion	0.000012995966144062965	0.000012995966144062965	+1	STAG2,SMC1A,SMC3,RAD21
VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS	Validated transcriptional targets of deltaNp63 isoforms	0.000012995966144062965	0.000012995966144062965	+1	CDKN2A,NOTCH1,FBXW7,RUNX1,ATM,BRCA2
CELL FATE SPECIFICATION%GOBP%GO:0001708	cell fate specification	0.000012995966144062965	0.000012995966144062965	+1	APC,TBX3,SOX9,SMAD4,FOXA2,SOX17
NOTCH-MEDIATED HES HEY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH-MEDIATED HES HEY NETWORK	Notch-mediated HES HEY network	0.000012995966144062965	0.000012995966144062965	+1	RB1,NOTCH1,AR,CDKN1B,EP300,NCOR1
POSITIVE REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903052	positive regulation of proteolysis involved in protein catabolic process	0.000013406630916274667	0.000013406630916274667	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1,AXIN2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20240510%WP366%HOMO SAPIENS	TGF beta signaling pathway	0.000013406630916274667	0.000013406630916274667	+1	MAP2K4,EP300,CCND1,SMAD4,TGFBR2,CDKN1A,SIN3A,SMAD2
MITOTIC DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0044774	mitotic DNA integrity checkpoint signaling	0.000013406630916274667	0.000013406630916274667	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,CCND1,CDKN1A
SEX DIFFERENTIATION%GOBP%GO:0007548	sex differentiation	0.000014263885102926993	0.000014263885102926993	+1	GATA3,TBX3,AR,SOX9,WT1,KIT,PDGFRA,PTPN11
POSITIVE REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902895	positive regulation of miRNA transcription	0.00001434453989476613	0.00001434453989476613	+1	TP53,EGFR,GATA3,AR,WT1,FOXA1
TRANSCRIPTIONAL REGULATION BY RUNX1%REACTOME DATABASE ID RELEASE 81%8878171	Transcriptional regulation by RUNX1	0.000015074676791653375	0.000015074676791653375	+1	ARID1A,PBRM1,GATA3,RUNX1,EP300,CCND1,CBFB,SIN3A,PTPN11,LIFR
SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HEPATOCYTE GROWTH FACTOR RECEPTOR (C-MET)	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	0.000018533052901133368	0.000018533052901133368	+1	PIK3CA,APC,CTNNB1,CDH1,MAP2K4,HGF,PTPN11
MIRNAS INVOLVED IN DNA DAMAGE RESPONSE%WIKIPATHWAYS_20240510%WP1545%HOMO SAPIENS	miRNAs involved in DNA damage response	0.000018533052901133368	0.000018533052901133368	+1	ATM,CDKN1B,CCND1,CDKN1A
TRANSCRIPTIONAL REGULATION BY RUNX2%REACTOME DATABASE ID RELEASE 81%8878166	Transcriptional regulation by RUNX2	0.000020660673742341406	0.000020660673742341406	+1	RB1,RUNX1,AR,SOX9,CCND1,SMAD4,CDKN1A,CBFB
CELLULAR SENESCENCE%REACTOME DATABASE ID RELEASE 81%2559583	Cellular Senescence	0.000021038518467652895	0.000021038518467652895	+1	TP53,CDKN2A,RB1,MAP2K4,ATM,CDKN1B,CDKN1A,CDKN2C,EZH2
CELLULAR RESPONSE TO UV%GOBP%GO:0034644	cellular response to UV	0.00002145765233760208	0.00002145765233760208	+1	TP53,NPM1,STK11,EP300,CDKN1A,TAF1,ATR
NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050680	negative regulation of epithelial cell proliferation	0.00002145765233760208	0.00002145765233760208	+1	NF1,GATA3,FBXW7,EPPK1,SOX9,FGFR2,BRCA2
CELLULAR RESPONSE TO CHEMICAL STRESS%REACTOME%R-HSA-9711123.5	Cellular response to chemical stress	0.000021625372017975918	0.000021625372017975918	+1	CDKN2A,NOTCH1,KEAP1,NFE2L2,BRCA1,EP300,CDKN1A,SIN3A,TBL1XR1,NCOR1
PID_ATM_PATHWAY%MSIGDB_C2%PID_ATM_PATHWAY	PID_ATM_PATHWAY	0.000024013119864663014	0.000024013119864663014	+1	ATM,BRCA1,CHEK2,SMC1A,SMC3
ESTABLISHMENT OF MEIOTIC SISTER CHROMATID COHESION%GOBP%GO:0034089	establishment of meiotic sister chromatid cohesion	0.00002405532541166579	0.00002405532541166579	+1	SMC1A,SMC3,RAD21
SIGNALING BY TGFB FAMILY MEMBERS%REACTOME%R-HSA-9006936.8	Signaling by TGFB family members	0.00002405532541166579	0.00002405532541166579	+1	EP300,SMAD4,USP9X,TGFBR2,ACVR1B,ACVR2A,NCOR1,SMAD2
REGULATION OF MITF-M-DEPENDENT GENES INVOLVED IN CELL CYCLE AND PROLIFERATION%REACTOME%R-HSA-9825892.1	Regulation of MITF-M-dependent genes involved in cell cycle and proliferation	0.000024658785684471838	0.000024658785684471838	+1	CDKN2A,CTNNB1,CCND1,CDKN1A
REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0060828	regulation of canonical Wnt signaling pathway	0.000024658785684471838	0.000024658785684471838	+1	APC,EGFR,STK11,SOX9,LRRK2,FGFR2,SMAD4,SOX17,TBL1XR1,AXIN2
NEGATIVE REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0001933	negative regulation of protein phosphorylation	0.000024658785684471838	0.000024658785684471838	+1	PTEN,APC,NF1,CDKN2A,RB1,NPM1,CDKN1B,LRRK2,CDKN1A,MAPK8IP1
BIOCARTA_TGFB_PATHWAY%MSIGDB_C2%BIOCARTA_TGFB_PATHWAY	BIOCARTA_TGFB_PATHWAY	0.000024658785684471838	0.000024658785684471838	+1	EP300,SMAD4,TGFBR2,SMAD2
CELL DIVISION%REACTOME%R-HSA-68884.6	cell division	0.000024658785684471838	0.000024658785684471838	+1	STAG2,SMC1A,SMC3,RAD21
RESPONSE TO LIGHT STIMULUS%GOBP%GO:0009416	response to light stimulus	0.00002550919243831225	0.00002550919243831225	+1	TP53,EGFR,NF1,NPM1,STK11,EP300,CCND1,CDKN1A,TAF1,ATR
POSITIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000630	positive regulation of miRNA metabolic process	0.00002607400947716333	0.00002607400947716333	+1	TP53,EGFR,GATA3,AR,WT1,FOXA1
CELLULAR RESPONSE TO IONIZING RADIATION%GOBP%GO:0071479	cellular response to ionizing radiation	0.00002607400947716333	0.00002607400947716333	+1	TP53,ATM,BRCA1,BRCA2,CDKN1A,ATR
NOTCH%IOB%NOTCH	Notch	0.00002607400947716333	0.00002607400947716333	+1	NOTCH1,FBXW7,EP300,SMAD4,SIN3A,NCOR1
PID_ERA_GENOMIC_PATHWAY%MSIGDB_C2%PID_ERA_GENOMIC_PATHWAY	PID_ERA_GENOMIC_PATHWAY	0.00002607400947716333	0.00002607400947716333	+1	BRCA1,EP300,CCND1,SMAD4,NCOR1,AXIN2
PDGFR-BETA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PDGFR-BETA SIGNALING PATHWAY	PDGFR-beta signaling pathway	0.000029041387582275433	0.000029041387582275433	+1	PIK3CA,PTEN,ARHGAP35,MAP2K4,BRAF,PIK3CG,PPP2R1A,PTPN11
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20240510%WP399%HOMO SAPIENS	Wnt signaling pathway and pluripotency	0.000029486976502431286	0.000029486976502431286	+1	CTNNB1,MAP2K4,LRRK2,EP300,CCND1,PPP2R1A,AXIN2
APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097190	apoptotic signaling pathway	0.000030297407612569333	0.000030297407612569333	+1	TP53,STK11,ATM,BRCA1,CHEK2,EP300,SMAD4,FGFR3,CDKN1A,ACVR1B
MEIOTIC SYNAPSIS%REACTOME%R-HSA-1221632.3	Meiotic synapsis	0.00003178249123546212	0.00003178249123546212	+1	STAG2,BRCA1,ATR,SMC1A,SMC3,RAD21
MESENCHYMAL CELL DIFFERENTIATION%GOBP%GO:0048762	mesenchymal cell differentiation	0.0000319950395972978	0.0000319950395972978	+1	NOTCH1,CTNNB1,TBX3,SOX9,HGF,FGFR2,SMAD4,TGFBR2
FORMATION OF AXIAL MESODERM%REACTOME DATABASE ID RELEASE 81%9796292	Formation of axial mesoderm	0.0000319950395972978	0.0000319950395972978	+1	CTNNB1,FOXA1,FOXA2,SMAD2
REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070372	regulation of ERK1 and ERK2 cascade	0.0000319950395972978	0.0000319950395972978	+1	EGFR,NOTCH1,FBXW7,BRAF,TLR4,PDGFRA,FGFR2,SMAD4,FGFR3,PTPN11
BIOCARTA_P53_PATHWAY%MSIGDB_C2%BIOCARTA_P53_PATHWAY	BIOCARTA_P53_PATHWAY	0.0000319950395972978	0.0000319950395972978	+1	RB1,ATM,CCND1,CDKN1A
POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0045732	positive regulation of protein catabolic process	0.0000319950395972978	0.0000319950395972978	+1	APC,FBXW7,KEAP1,NFE2L2,CEBPA,CDKN1B,LRRK2,TAF1,AXIN2
POSITIVE REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045582	positive regulation of T cell differentiation	0.00003304880170987055	0.00003304880170987055	+1	ARID1A,PBRM1,GATA3,RUNX1,EP300,TGFBR2,CBFB
OUTFLOW TRACT MORPHOGENESIS%GOBP%GO:0003151	outflow tract morphogenesis	0.00003412149271000706	0.00003412149271000706	+1	NOTCH1,CTNNB1,FGFR2,SMAD4,TGFBR2,SOX17
REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME%R-HSA-6804756.4	Regulation of TP53 Activity through Phosphorylation	0.00003767628232271574	0.00003767628232271574	+1	TP53,STK11,ATM,BRCA1,CHEK2,TAF1,ATR
RESPONSE TO IONIZING RADIATION%GOBP%GO:0010212	response to ionizing radiation	0.00003767628232271574	0.00003767628232271574	+1	TP53,STK11,ATM,BRCA1,BRCA2,CDKN1A,ATR
