NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
BIOCARTA_TGFB_PATHWAY%MSIGDB_C2%BIOCARTA_TGFB_PATHWAY	19	19		
PID_A6B1_A6B4_INTEGRIN_PATHWAY%MSIGDB_C2%PID_A6B1_A6B4_INTEGRIN_PATHWAY	46	42		
PID_EPHB_FWD_PATHWAY%MSIGDB_C2%PID_EPHB_FWD_PATHWAY	40	38		
PID_MYC_PATHWAY%MSIGDB_C2%PID_MYC_PATHWAY	25	24		
BIOCARTA_PLCE_PATHWAY%MSIGDB_C2%BIOCARTA_PLCE_PATHWAY	12	11		
ST_JAK_STAT_PATHWAY%MSIGDB_C2%ST_JAK_STAT_PATHWAY	9		Rejected!	
NABA_MATRISOME_ASSOCIATED%MSIGDB_C2%NABA_MATRISOME_ASSOCIATED	746		Rejected!	
PID_HIF1_TFPATHWAY%MSIGDB_C2%PID_HIF1_TFPATHWAY	66	58		
PID_NFKAPPAB_ATYPICAL_PATHWAY%MSIGDB_C2%PID_NFKAPPAB_ATYPICAL_PATHWAY	17	17		
BIOCARTA_EPHA4_PATHWAY%MSIGDB_C2%BIOCARTA_EPHA4_PATHWAY	10		Rejected!	
PID_ERBB_NETWORK_PATHWAY%MSIGDB_C2%PID_ERBB_NETWORK_PATHWAY	15	12		
PID_ENDOTHELIN_PATHWAY%MSIGDB_C2%PID_ENDOTHELIN_PATHWAY	63	57		
BIOCARTA_FREE_PATHWAY%MSIGDB_C2%BIOCARTA_FREE_PATHWAY	10		Rejected!	
BIOCARTA_CYTOKINE_PATHWAY%MSIGDB_C2%BIOCARTA_CYTOKINE_PATHWAY	21		Rejected!	
BIOCARTA_STRESS_PATHWAY%MSIGDB_C2%BIOCARTA_STRESS_PATHWAY	25	25		
NABA_ECM_REGULATORS%MSIGDB_C2%NABA_ECM_REGULATORS	237	142		
PID_HIF1A_PATHWAY%MSIGDB_C2%PID_HIF1A_PATHWAY	19	19		
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY%MSIGDB_C2%PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	50	45		
BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY	24	23		
BIOCARTA_IL3_PATHWAY%MSIGDB_C2%BIOCARTA_IL3_PATHWAY	15	14		
PID_RAS_PATHWAY%MSIGDB_C2%PID_RAS_PATHWAY	30	29		
BIOCARTA_IL2_PATHWAY%MSIGDB_C2%BIOCARTA_IL2_PATHWAY	22	21		
PID_ERBB2_ERBB3_PATHWAY%MSIGDB_C2%PID_ERBB2_ERBB3_PATHWAY	44	43		
BIOCARTA_AKAP95_PATHWAY%MSIGDB_C2%BIOCARTA_AKAP95_PATHWAY	12	11		
PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY	30	28		
PID_PDGFRA_PATHWAY%MSIGDB_C2%PID_PDGFRA_PATHWAY	22	20		
PID_REELIN_PATHWAY%MSIGDB_C2%PID_REELIN_PATHWAY	29	27		
BIOCARTA_P38MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_P38MAPK_PATHWAY	40	39		
BIOCARTA_RB_PATHWAY%MSIGDB_C2%BIOCARTA_RB_PATHWAY	13	12		
BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	37	36		
BIOCARTA_ACE2_PATHWAY%MSIGDB_C2%BIOCARTA_ACE2_PATHWAY	13		Rejected!	
BIOCARTA_STATHMIN_PATHWAY%MSIGDB_C2%BIOCARTA_STATHMIN_PATHWAY	19	16		
PID_P38_ALPHA_BETA_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_PATHWAY	31	29		
BIOCARTA_41BB_PATHWAY%MSIGDB_C2%BIOCARTA_41BB_PATHWAY	17	14		
BIOCARTA_SALMONELLA_PATHWAY%MSIGDB_C2%BIOCARTA_SALMONELLA_PATHWAY	13	12		
PID_HNF3B_PATHWAY%MSIGDB_C2%PID_HNF3B_PATHWAY	45	27		
PID_IL4_2PATHWAY%MSIGDB_C2%PID_IL4_2PATHWAY	62	50		
PID_NCADHERIN_PATHWAY%MSIGDB_C2%PID_NCADHERIN_PATHWAY	33	31		
BIOCARTA_HIF_PATHWAY%MSIGDB_C2%BIOCARTA_HIF_PATHWAY	15	14		
PID_LYMPH_ANGIOGENESIS_PATHWAY%MSIGDB_C2%PID_LYMPH_ANGIOGENESIS_PATHWAY	25	24		
BIOCARTA_P35ALZHEIMERS_PATHWAY%MSIGDB_C2%BIOCARTA_P35ALZHEIMERS_PATHWAY	11	10		
PID_WNT_SIGNALING_PATHWAY%MSIGDB_C2%PID_WNT_SIGNALING_PATHWAY	28	23		
BIOCARTA_BARRESTIN_SRC_PATHWAY%MSIGDB_C2%BIOCARTA_BARRESTIN_SRC_PATHWAY	15	14		
PID_ALPHA_SYNUCLEIN_PATHWAY%MSIGDB_C2%PID_ALPHA_SYNUCLEIN_PATHWAY	33	30		
BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY	12	12		
BIOCARTA_PDGF_PATHWAY%MSIGDB_C2%BIOCARTA_PDGF_PATHWAY	32	32		
BIOCARTA_GRANULOCYTES_PATHWAY%MSIGDB_C2%BIOCARTA_GRANULOCYTES_PATHWAY	14	10		
PID_AMB2_NEUTROPHILS_PATHWAY%MSIGDB_C2%PID_AMB2_NEUTROPHILS_PATHWAY	41	36		
BIOCARTA_BAD_PATHWAY%MSIGDB_C2%BIOCARTA_BAD_PATHWAY	26	24		
ST_TUMOR_NECROSIS_FACTOR_PATHWAY%MSIGDB_C2%ST_TUMOR_NECROSIS_FACTOR_PATHWAY	29	28		
PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY	40	38		
BIOCARTA_ARF_PATHWAY%MSIGDB_C2%BIOCARTA_ARF_PATHWAY	17	17		
PID_TXA2PATHWAY%MSIGDB_C2%PID_TXA2PATHWAY	57	51		
PID_ERBB4_PATHWAY%MSIGDB_C2%PID_ERBB4_PATHWAY	38	34		
BIOCARTA_CREB_PATHWAY%MSIGDB_C2%BIOCARTA_CREB_PATHWAY	27	25		
PID_IL8_CXCR2_PATHWAY%MSIGDB_C2%PID_IL8_CXCR2_PATHWAY	34	31		
BIOCARTA_EPO_PATHWAY%MSIGDB_C2%BIOCARTA_EPO_PATHWAY	19	18		
BIOCARTA_UCALPAIN_PATHWAY%MSIGDB_C2%BIOCARTA_UCALPAIN_PATHWAY	18	14		
PID_NEPHRIN_NEPH1_PATHWAY%MSIGDB_C2%PID_NEPHRIN_NEPH1_PATHWAY	31	28		
BIOCARTA_THELPER_PATHWAY%MSIGDB_C2%BIOCARTA_THELPER_PATHWAY	12	12		
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY%MSIGDB_C2%ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	37	36		
PID_CASPASE_PATHWAY%MSIGDB_C2%PID_CASPASE_PATHWAY	52	49		
PID_CDC42_PATHWAY%MSIGDB_C2%PID_CDC42_PATHWAY	70	66		
BIOCARTA_VEGF_PATHWAY%MSIGDB_C2%BIOCARTA_VEGF_PATHWAY	29	29		
BIOCARTA_AKT_PATHWAY%MSIGDB_C2%BIOCARTA_AKT_PATHWAY	22	21		
BIOCARTA_RAB_PATHWAY%MSIGDB_C2%BIOCARTA_RAB_PATHWAY	13	12		
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES%MSIGDB_C2%SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	67	62		
PID_SYNDECAN_3_PATHWAY%MSIGDB_C2%PID_SYNDECAN_3_PATHWAY	17	12		
PID_AURORA_A_PATHWAY%MSIGDB_C2%PID_AURORA_A_PATHWAY	31	29		
PID_MYC_ACTIV_PATHWAY%MSIGDB_C2%PID_MYC_ACTIV_PATHWAY	79	75		
BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY	22	22		
BIOCARTA_PTC1_PATHWAY%MSIGDB_C2%BIOCARTA_PTC1_PATHWAY	11	10		
BIOCARTA_BIOPEPTIDES_PATHWAY%MSIGDB_C2%BIOCARTA_BIOPEPTIDES_PATHWAY	42	37		
PID_TNF_PATHWAY%MSIGDB_C2%PID_TNF_PATHWAY	46	46		
PID_P38_MK2_PATHWAY%MSIGDB_C2%PID_P38_MK2_PATHWAY	21	20		
BIOCARTA_NOS1_PATHWAY%MSIGDB_C2%BIOCARTA_NOS1_PATHWAY	21	16		
BIOCARTA_TCYTOTOXIC_PATHWAY%MSIGDB_C2%BIOCARTA_TCYTOTOXIC_PATHWAY	12	12		
NABA_SECRETED_FACTORS%MSIGDB_C2%NABA_SECRETED_FACTORS	342	176		
PID_GLYPICAN_1PATHWAY%MSIGDB_C2%PID_GLYPICAN_1PATHWAY	27	23		
NABA_ECM_GLYCOPROTEINS%MSIGDB_C2%NABA_ECM_GLYCOPROTEINS	196	139		
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES%MSIGDB_C2%SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	27	27		
BIOCARTA_NGF_PATHWAY%MSIGDB_C2%BIOCARTA_NGF_PATHWAY	18	17		
PID_CXCR3_PATHWAY%MSIGDB_C2%PID_CXCR3_PATHWAY	43	42		
BIOCARTA_TRKA_PATHWAY%MSIGDB_C2%BIOCARTA_TRKA_PATHWAY	12	10		
ST_B_CELL_ANTIGEN_RECEPTOR%MSIGDB_C2%ST_B_CELL_ANTIGEN_RECEPTOR	40	36		
PID_VEGFR1_PATHWAY%MSIGDB_C2%PID_VEGFR1_PATHWAY	26	26		
BIOCARTA_VIP_PATHWAY%MSIGDB_C2%BIOCARTA_VIP_PATHWAY	26	23		
PID_GMCSF_PATHWAY%MSIGDB_C2%PID_GMCSF_PATHWAY	37	35		
BIOCARTA_BARRESTIN_PATHWAY%MSIGDB_C2%BIOCARTA_BARRESTIN_PATHWAY	10		Rejected!	
BIOCARTA_CARDIACEGF_PATHWAY%MSIGDB_C2%BIOCARTA_CARDIACEGF_PATHWAY	18	16		
NABA_COLLAGENS%MSIGDB_C2%NABA_COLLAGENS	44	34		
PID_WNT_NONCANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_NONCANONICAL_PATHWAY	32	31		
BIOCARTA_IL12_PATHWAY%MSIGDB_C2%BIOCARTA_IL12_PATHWAY	21	19		
BIOCARTA_P27_PATHWAY%MSIGDB_C2%BIOCARTA_P27_PATHWAY	13	13		
ST_WNT_CA2_CYCLIC_GMP_PATHWAY%MSIGDB_C2%ST_WNT_CA2_CYCLIC_GMP_PATHWAY	20	14		
BIOCARTA_RELA_PATHWAY%MSIGDB_C2%BIOCARTA_RELA_PATHWAY	16	16		
PID_ARF6_PATHWAY%MSIGDB_C2%PID_ARF6_PATHWAY	35	31		
PID_RXR_VDR_PATHWAY%MSIGDB_C2%PID_RXR_VDR_PATHWAY	26	24		
PID_NFKAPPAB_CANONICAL_PATHWAY%MSIGDB_C2%PID_NFKAPPAB_CANONICAL_PATHWAY	23	23		
PID_IL1_PATHWAY%MSIGDB_C2%PID_IL1_PATHWAY	34	33		
BIOCARTA_GCR_PATHWAY%MSIGDB_C2%BIOCARTA_GCR_PATHWAY	19	17		
PID_RHOA_REG_PATHWAY%MSIGDB_C2%PID_RHOA_REG_PATHWAY	46	41		
BIOCARTA_CFTR_PATHWAY%MSIGDB_C2%BIOCARTA_CFTR_PATHWAY	12	11		
PID_LIS1_PATHWAY%MSIGDB_C2%PID_LIS1_PATHWAY	28	25		
BIOCARTA_RACCYCD_PATHWAY%MSIGDB_C2%BIOCARTA_RACCYCD_PATHWAY	26	26		
PID_AVB3_OPN_PATHWAY%MSIGDB_C2%PID_AVB3_OPN_PATHWAY	31	31		
PID_ECADHERIN_KERATINOCYTE_PATHWAY%MSIGDB_C2%PID_ECADHERIN_KERATINOCYTE_PATHWAY	21	19		
PID_DELTA_NP63_PATHWAY%MSIGDB_C2%PID_DELTA_NP63_PATHWAY	47	41		
BIOCARTA_NKT_PATHWAY%MSIGDB_C2%BIOCARTA_NKT_PATHWAY	29	20		
PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY	40	38		
PID_INTEGRIN2_PATHWAY%MSIGDB_C2%PID_INTEGRIN2_PATHWAY	29	21		
BIOCARTA_P53_PATHWAY%MSIGDB_C2%BIOCARTA_P53_PATHWAY	16	16		
BIOCARTA_IL4_PATHWAY%MSIGDB_C2%BIOCARTA_IL4_PATHWAY	11	10		
ST_G_ALPHA_I_PATHWAY%MSIGDB_C2%ST_G_ALPHA_I_PATHWAY	35	30		
BIOCARTA_RANKL_PATHWAY%MSIGDB_C2%BIOCARTA_RANKL_PATHWAY	14	12		
BIOCARTA_FEEDER_PATHWAY%MSIGDB_C2%BIOCARTA_FEEDER_PATHWAY	9		Rejected!	
ST_GA13_PATHWAY%MSIGDB_C2%ST_GA13_PATHWAY	37	34		
BIOCARTA_DC_PATHWAY%MSIGDB_C2%BIOCARTA_DC_PATHWAY	22	13		
ST_FAS_SIGNALING_PATHWAY%MSIGDB_C2%ST_FAS_SIGNALING_PATHWAY	65	61		
PID_CONE_PATHWAY%MSIGDB_C2%PID_CONE_PATHWAY	22		Rejected!	
BIOCARTA_WNT_PATHWAY%MSIGDB_C2%BIOCARTA_WNT_PATHWAY	26	24		
SA_G1_AND_S_PHASES%MSIGDB_C2%SA_G1_AND_S_PHASES	15	14		
PID_THROMBIN_PAR1_PATHWAY%MSIGDB_C2%PID_THROMBIN_PAR1_PATHWAY	43	39		
BIOCARTA_ASBCELL_PATHWAY%MSIGDB_C2%BIOCARTA_ASBCELL_PATHWAY	12		Rejected!	
ST_ADRENERGIC%MSIGDB_C2%ST_ADRENERGIC	36	28		
PID_MET_PATHWAY%MSIGDB_C2%PID_MET_PATHWAY	80	77		
PID_PI3KCI_AKT_PATHWAY%MSIGDB_C2%PID_PI3KCI_AKT_PATHWAY	35	35		
SA_PTEN_PATHWAY%MSIGDB_C2%SA_PTEN_PATHWAY	17	17		
BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY	31	30		
PID_AR_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_AR_NONGENOMIC_PATHWAY	31	29		
PID_AR_TF_PATHWAY%MSIGDB_C2%PID_AR_TF_PATHWAY	53	46		
PID_THROMBIN_PAR4_PATHWAY%MSIGDB_C2%PID_THROMBIN_PAR4_PATHWAY	15	12		
BIOCARTA_MTA3_PATHWAY%MSIGDB_C2%BIOCARTA_MTA3_PATHWAY	18	16		
NABA_ECM_AFFILIATED%MSIGDB_C2%NABA_ECM_AFFILIATED	167	101		
BIOCARTA_MONOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_MONOCYTE_PATHWAY	11	10		
BIOCARTA_INTEGRIN_PATHWAY%MSIGDB_C2%BIOCARTA_INTEGRIN_PATHWAY	38	34		
BIOCARTA_ARENRF2_PATHWAY%MSIGDB_C2%BIOCARTA_ARENRF2_PATHWAY	13	12		
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES%MSIGDB_C2%SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	36	32		
BIOCARTA_CSK_PATHWAY%MSIGDB_C2%BIOCARTA_CSK_PATHWAY	22	20		
BIOCARTA_PAR1_PATHWAY%MSIGDB_C2%BIOCARTA_PAR1_PATHWAY	37	35		
SA_MMP_CYTOKINE_CONNECTION%MSIGDB_C2%SA_MMP_CYTOKINE_CONNECTION	15	15		
PID_ATM_PATHWAY%MSIGDB_C2%PID_ATM_PATHWAY	34	34		
ST_GRANULE_CELL_SURVIVAL_PATHWAY%MSIGDB_C2%ST_GRANULE_CELL_SURVIVAL_PATHWAY	27	24		
BIOCARTA_ETS_PATHWAY%MSIGDB_C2%BIOCARTA_ETS_PATHWAY	18	18		
BIOCARTA_CTLA4_PATHWAY%MSIGDB_C2%BIOCARTA_CTLA4_PATHWAY	19	18		
PID_INSULIN_GLUCOSE_PATHWAY%MSIGDB_C2%PID_INSULIN_GLUCOSE_PATHWAY	26	23		
PID_SMAD2_3PATHWAY%MSIGDB_C2%PID_SMAD2_3PATHWAY	17	17		
BIOCARTA_ALK_PATHWAY%MSIGDB_C2%BIOCARTA_ALK_PATHWAY	37	29		
BIOCARTA_HDAC_PATHWAY%MSIGDB_C2%BIOCARTA_HDAC_PATHWAY	29	26		
BIOCARTA_PML_PATHWAY%MSIGDB_C2%BIOCARTA_PML_PATHWAY	17	16		
PID_ALK2_PATHWAY%MSIGDB_C2%PID_ALK2_PATHWAY	11		Rejected!	
BIOCARTA_EIF4_PATHWAY%MSIGDB_C2%BIOCARTA_EIF4_PATHWAY	24	24		
PID_PI3KCI_PATHWAY%MSIGDB_C2%PID_PI3KCI_PATHWAY	49	48		
BIOCARTA_KREB_PATHWAY%MSIGDB_C2%BIOCARTA_KREB_PATHWAY	8		Rejected!	
PID_TAP63_PATHWAY%MSIGDB_C2%PID_TAP63_PATHWAY	54	50		
PID_PLK1_PATHWAY%MSIGDB_C2%PID_PLK1_PATHWAY	47	44		
SIG_CD40PATHWAYMAP%MSIGDB_C2%SIG_CD40PATHWAYMAP	34	33		
PID_RB_1PATHWAY%MSIGDB_C2%PID_RB_1PATHWAY	66	60		
PID_PI3K_PLC_TRK_PATHWAY%MSIGDB_C2%PID_PI3K_PLC_TRK_PATHWAY	36	31		
BIOCARTA_PGC1A_PATHWAY%MSIGDB_C2%BIOCARTA_PGC1A_PATHWAY	23	19		
BIOCARTA_CDC42RAC_PATHWAY%MSIGDB_C2%BIOCARTA_CDC42RAC_PATHWAY	16	16		
PID_IGF1_PATHWAY%MSIGDB_C2%PID_IGF1_PATHWAY	30	30		
BIOCARTA_CTL_PATHWAY%MSIGDB_C2%BIOCARTA_CTL_PATHWAY	13	13		
BIOCARTA_ETC_PATHWAY%MSIGDB_C2%BIOCARTA_ETC_PATHWAY	12	11		
BIOCARTA_ERK_PATHWAY%MSIGDB_C2%BIOCARTA_ERK_PATHWAY	28	26		
BIOCARTA_SARS_PATHWAY%MSIGDB_C2%BIOCARTA_SARS_PATHWAY	10		Rejected!	
PID_RETINOIC_ACID_PATHWAY%MSIGDB_C2%PID_RETINOIC_ACID_PATHWAY	30	28		
BIOCARTA_CALCINEURIN_PATHWAY%MSIGDB_C2%BIOCARTA_CALCINEURIN_PATHWAY	18	18		
PID_AJDISS_2PATHWAY%MSIGDB_C2%PID_AJDISS_2PATHWAY	48	43		
PID_ECADHERIN_STABILIZATION_PATHWAY%MSIGDB_C2%PID_ECADHERIN_STABILIZATION_PATHWAY	42	39		
BIOCARTA_TH1TH2_PATHWAY%MSIGDB_C2%BIOCARTA_TH1TH2_PATHWAY	19	14		
BIOCARTA_TALL1_PATHWAY%MSIGDB_C2%BIOCARTA_TALL1_PATHWAY	15	12		
BIOCARTA_CASPASE_PATHWAY%MSIGDB_C2%BIOCARTA_CASPASE_PATHWAY	23	23		
BIOCARTA_IL1R_PATHWAY%MSIGDB_C2%BIOCARTA_IL1R_PATHWAY	33	30		
BIOCARTA_EDG1_PATHWAY%MSIGDB_C2%BIOCARTA_EDG1_PATHWAY	27	25		
PID_TRAIL_PATHWAY%MSIGDB_C2%PID_TRAIL_PATHWAY	28	28		
BIOCARTA_NFKB_PATHWAY%MSIGDB_C2%BIOCARTA_NFKB_PATHWAY	23	22		
PID_CIRCADIAN_PATHWAY%MSIGDB_C2%PID_CIRCADIAN_PATHWAY	16	15		
BIOCARTA_RARRXR_PATHWAY%MSIGDB_C2%BIOCARTA_RARRXR_PATHWAY	15	15		
BIOCARTA_RHO_PATHWAY%MSIGDB_C2%BIOCARTA_RHO_PATHWAY	32	31		
BIOCARTA_SPRY_PATHWAY%MSIGDB_C2%BIOCARTA_SPRY_PATHWAY	18	17		
PID_S1P_S1P3_PATHWAY%MSIGDB_C2%PID_S1P_S1P3_PATHWAY	29	29		
BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY	23	23		
BIOCARTA_CCR3_PATHWAY%MSIGDB_C2%BIOCARTA_CCR3_PATHWAY	23	18		
BIOCARTA_MCM_PATHWAY%MSIGDB_C2%BIOCARTA_MCM_PATHWAY	18	12		
BIOCARTA_CERAMIDE_PATHWAY%MSIGDB_C2%BIOCARTA_CERAMIDE_PATHWAY	22	22		
BIOCARTA_ARAP_PATHWAY%MSIGDB_C2%BIOCARTA_ARAP_PATHWAY	17	17		
PID_HDAC_CLASSI_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSI_PATHWAY	66	64		
BIOCARTA_FCER1_PATHWAY%MSIGDB_C2%BIOCARTA_FCER1_PATHWAY	38	37		
PID_TRKR_PATHWAY%MSIGDB_C2%PID_TRKR_PATHWAY	62	56		
ST_T_CELL_SIGNAL_TRANSDUCTION%MSIGDB_C2%ST_T_CELL_SIGNAL_TRANSDUCTION	45	41		
PID_ERBB1_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_ERBB1_DOWNSTREAM_PATHWAY	105	102		
BIOCARTA_TEL_PATHWAY%MSIGDB_C2%BIOCARTA_TEL_PATHWAY	18	17		
BIOCARTA_MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_MAPK_PATHWAY	87	85		
PID_FOXO_PATHWAY%MSIGDB_C2%PID_FOXO_PATHWAY	49	48		
PID_TCR_JNK_PATHWAY%MSIGDB_C2%PID_TCR_JNK_PATHWAY	14	14		
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	21	21		
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY%MSIGDB_C2%PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	35	34		
BIOCARTA_SODD_PATHWAY%MSIGDB_C2%BIOCARTA_SODD_PATHWAY	10	10		
BIOCARTA_TOLL_PATHWAY%MSIGDB_C2%BIOCARTA_TOLL_PATHWAY	37	36		
BIOCARTA_BARR_MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_BARR_MAPK_PATHWAY	12	11		
BIOCARTA_NKCELLS_PATHWAY%MSIGDB_C2%BIOCARTA_NKCELLS_PATHWAY	20	16		
BIOCARTA_IGF1MTOR_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1MTOR_PATHWAY	20	20		
BIOCARTA_FAS_PATHWAY%MSIGDB_C2%BIOCARTA_FAS_PATHWAY	30	30		
BIOCARTA_GABA_PATHWAY%MSIGDB_C2%BIOCARTA_GABA_PATHWAY	10		Rejected!	
BIOCARTA_GLYCOLYSIS_PATHWAY%MSIGDB_C2%BIOCARTA_GLYCOLYSIS_PATHWAY	10		Rejected!	
BIOCARTA_NUCLEARRS_PATHWAY%MSIGDB_C2%BIOCARTA_NUCLEARRS_PATHWAY	14		Rejected!	
PID_HES_HEY_PATHWAY%MSIGDB_C2%PID_HES_HEY_PATHWAY	48	43		
BIOCARTA_TCRA_PATHWAY%MSIGDB_C2%BIOCARTA_TCRA_PATHWAY	11	11		
BIOCARTA_MTOR_PATHWAY%MSIGDB_C2%BIOCARTA_MTOR_PATHWAY	23	23		
PID_INTEGRIN3_PATHWAY%MSIGDB_C2%PID_INTEGRIN3_PATHWAY	43	38		
PID_RAC1_REG_PATHWAY%MSIGDB_C2%PID_RAC1_REG_PATHWAY	38	35		
PID_TOLL_ENDOGENOUS_PATHWAY%MSIGDB_C2%PID_TOLL_ENDOGENOUS_PATHWAY	25	24		
BIOCARTA_HIVNEF_PATHWAY%MSIGDB_C2%BIOCARTA_HIVNEF_PATHWAY	58	58		
ST_ERK1_ERK2_MAPK_PATHWAY%MSIGDB_C2%ST_ERK1_ERK2_MAPK_PATHWAY	32	31		
BIOCARTA_ATM_PATHWAY%MSIGDB_C2%BIOCARTA_ATM_PATHWAY	20	20		
PID_HDAC_CLASSII_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSII_PATHWAY	34	32		
BIOCARTA_CDK5_PATHWAY%MSIGDB_C2%BIOCARTA_CDK5_PATHWAY	11	10		
SA_B_CELL_RECEPTOR_COMPLEXES%MSIGDB_C2%SA_B_CELL_RECEPTOR_COMPLEXES	24	24		
PID_ILK_PATHWAY%MSIGDB_C2%PID_ILK_PATHWAY	47	46		
PID_S1P_META_PATHWAY%MSIGDB_C2%PID_S1P_META_PATHWAY	21	20		
PID_ARF_3PATHWAY%MSIGDB_C2%PID_ARF_3PATHWAY	19	19		
PID_HEDGEHOG_2PATHWAY%MSIGDB_C2%PID_HEDGEHOG_2PATHWAY	22	18		
BIOCARTA_ERYTH_PATHWAY%MSIGDB_C2%BIOCARTA_ERYTH_PATHWAY	15		Rejected!	
PID_EPHA_FWDPATHWAY%MSIGDB_C2%PID_EPHA_FWDPATHWAY	34	29		
PID_ERB_GENOMIC_PATHWAY%MSIGDB_C2%PID_ERB_GENOMIC_PATHWAY	15	13		
BIOCARTA_NEUROTRANSMITTERS_PATHWAY%MSIGDB_C2%BIOCARTA_NEUROTRANSMITTERS_PATHWAY	6		Rejected!	
BIOCARTA_HSP27_PATHWAY%MSIGDB_C2%BIOCARTA_HSP27_PATHWAY	15	13		
ST_WNT_BETA_CATENIN_PATHWAY%MSIGDB_C2%ST_WNT_BETA_CATENIN_PATHWAY	34	28		
PID_HDAC_CLASSIII_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSIII_PATHWAY	25	23		
ST_INTERLEUKIN_13_PATHWAY%MSIGDB_C2%ST_INTERLEUKIN_13_PATHWAY	7		Rejected!	
PID_CD8_TCR_PATHWAY%MSIGDB_C2%PID_CD8_TCR_PATHWAY	53	53		
BIOCARTA_PTEN_PATHWAY%MSIGDB_C2%BIOCARTA_PTEN_PATHWAY	18	18		
PID_P38_GAMMA_DELTA_PATHWAY%MSIGDB_C2%PID_P38_GAMMA_DELTA_PATHWAY	10	10		
PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY	37	35		
BIOCARTA_AHSP_PATHWAY%MSIGDB_C2%BIOCARTA_AHSP_PATHWAY	13	10		
ST_P38_MAPK_PATHWAY%MSIGDB_C2%ST_P38_MAPK_PATHWAY	37	37		
BIOCARTA_IL7_PATHWAY%MSIGDB_C2%BIOCARTA_IL7_PATHWAY	17	17		
BIOCARTA_PLATELETAPP_PATHWAY%MSIGDB_C2%BIOCARTA_PLATELETAPP_PATHWAY	14		Rejected!	
SIG_BCR_SIGNALING_PATHWAY%MSIGDB_C2%SIG_BCR_SIGNALING_PATHWAY	46	43		
PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY	63	57		
BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY	44	44		
BIOCARTA_CTCF_PATHWAY%MSIGDB_C2%BIOCARTA_CTCF_PATHWAY	23	23		
BIOCARTA_MYOSIN_PATHWAY%MSIGDB_C2%BIOCARTA_MYOSIN_PATHWAY	31	28		
PID_PRL_SIGNALING_EVENTS_PATHWAY%MSIGDB_C2%PID_PRL_SIGNALING_EVENTS_PATHWAY	23	23		
PID_CDC42_REG_PATHWAY%MSIGDB_C2%PID_CDC42_REG_PATHWAY	30	28		
BIOCARTA_FIBRINOLYSIS_PATHWAY%MSIGDB_C2%BIOCARTA_FIBRINOLYSIS_PATHWAY	12		Rejected!	
PID_NETRIN_PATHWAY%MSIGDB_C2%PID_NETRIN_PATHWAY	32	30		
PID_FCER1_PATHWAY%MSIGDB_C2%PID_FCER1_PATHWAY	61	58		
BIOCARTA_COMP_PATHWAY%MSIGDB_C2%BIOCARTA_COMP_PATHWAY	19	13		
BIOCARTA_SET_PATHWAY%MSIGDB_C2%BIOCARTA_SET_PATHWAY	11	11		
